location_type,folio,role,age,IQ,female,educ,school_type
2,3572,2,72,89.81604,1,3,0
2,3572,3,30,89.81604,1,4,0
2,3579,1,37,95.42532,0,2,0
2,3579,2,30,110.6637,1,0,0
2,3579,3,1,86.11004,0,0,0
2,3579,3,9,70.05662,1,2,1
2,3579,3,12,73.51846,1,3,1
2,3585,3,5,92.66109,0,0,0
2,3589,1,21,110.1375,0,12,0
2,3589,2,39,110.1375,1,6,0
2,3594,1,78,97.64146,0,1,0
2,3594,2,65,106.9652,1,3,0
2,3594,3,36,84.94376,0,16,0
2,3594,3,29,103.476,0,16,0
2,3594,3,32,95.18082,0,16,0
2,3596,2,31,103.9143,1,9,0
2,3603,1,21,91.07153,0,6,0
2,3605,1,23,97.73109,0,6,0
2,3605,2,23,97.73109,1,9,0
2,3610,1,66,77.98823,0,0,0
2,3610,2,80,77.98823,1,0,0
2,3610,3,44,77.98823,0,9,0
2,3613,2,84,97.01917,1,0,0
2,3614,1,43,84.33125,0,3,0
2,3614,3,12,87.09971,1,5,1
2,3614,3,15,84.33125,1,7,0
2,3614,3,16,84.33125,0,7,0
2,3614,3,19,84.33125,0,9,0
2,3616,1,50,84.61826,0,0,0
2,3616,2,43,93.36308,1,3,0
2,3617,1,30,121.0876,0,8,0
2,3617,2,31,131.1983,1,12,0
2,3617,3,3,126.143,1,0,0
2,3619,1,65,88.59834,0,6,0
2,3623,2,50,104.8333,1,5,0
2,3625,1,56,102.3548,0,1,0
2,3625,2,58,83.38654,1,2,0
2,3629,2,23,97.73109,1,6,0
2,3629,3,4,90.19028,1,0,0
2,3629,3,2,90.19028,0,0,0
2,3630,1,47,99.28214,0,3,0
2,3630,2,37,90.39196,1,3,0
2,3630,3,15,80.65739,1,11,1
2,3630,3,12,118.7893,0,7,1
2,3630,3,21,107.2899,1,11,0
2,3632,1,26,113.8199,0,11,0
2,3632,2,24,102.9508,1,6,0
2,3632,3,1,108.3854,0,0,0
2,3640,1,27,110.8843,0,7,0
2,3640,2,27,108.7423,1,9,0
2,3640,3,9,113.0263,0,3,1
2,3640,3,4,110.8843,1,0,0
2,3640,3,0,110.8843,1,0,0
2,3642,1,32,74.70762,0,8,0
2,3642,2,32,74.70762,1,6,0
2,3644,1,33,103.3055,0,9,0
2,3645,1,45,122.2127,0,12,0
2,3645,2,42,91.8308,1,6,0
2,3645,3,21,85.66541,1,12,0
2,3645,3,16,78.84913,1,3,1
2,3645,3,11,57.25458,0,5,1
2,3647,2,33,93.54218,1,8,0
2,3651,1,26,113.8199,0,9,0
2,3651,2,26,93.03961,1,6,0
2,3651,3,0,103.4297,0,0,0
2,3652,1,56,141.8344,0,6,0
2,3653,3,8,103.1555,0,2,1
2,3654,1,32,131.0089,0,9,0
2,3655,1,78,123.0478,0,0,0
2,3659,1,22,125.6409,0,3,0
2,3659,2,18,88.83881,1,4,0
2,3659,3,3,107.2399,0,0,0
2,3659,3,1,107.2399,1,0,0
2,3660,1,32,100.9151,0,12,0
2,3660,2,32,95.18082,1,9,0
2,3660,3,11,106.8654,1,5,1
2,3660,3,4,100.9151,0,0,0
2,3660,3,5,100.6989,0,0,0
2,3666,1,38,115.8047,0,9,0
2,3666,2,35,114.9969,1,6,0
2,3666,3,12,114.2622,1,6,1
2,3667,1,29,103.476,0,9,0
2,3667,2,29,87.6849,1,6,0
2,3667,3,0,95.66023,1,0,0
2,3667,3,6,95.81977,0,0,1
2,3669,1,37,95.42532,0,6,0
2,3669,2,35,100.4597,1,6,0
2,3669,3,17,109.8958,0,9,1
2,3669,3,10,111.016,1,2,1
2,3669,3,7,122.1558,1,1,1
2,3669,3,14,102.2689,0,8,1
2,3674,1,28,83.42194,0,7,0
2,3674,2,29,122.9322,1,12,0
2,3674,3,2,93.4938,1,0,0
2,3674,3,3,106.1237,0,0,0
2,3675,1,85,114.6497,0,0,0
2,3675,2,76,101.0401,1,0,0
2,3685,1,31,103.9143,0,16,0
2,3685,2,27,119.4468,1,16,0
2,3685,3,2,111.6806,1,0,0
2,3689,1,65,125.3321,0,3,0
2,3689,2,57,118.4714,1,6,0
2,3689,3,27,87.33348,0,6,0
2,3692,1,47,104.1922,0,4,0
2,3692,2,46,89.92669,1,5,0
2,3692,3,20,100.6815,1,9,0
2,3692,3,10,111.016,1,2,1
2,3692,3,22,102.2049,1,0,0
2,3692,3,12,105.2081,0,5,1
2,3696,1,41,72.06633,0,6,0
2,3696,2,35,94.76944,1,6,0
2,3696,3,6,99.38757,1,0,0
2,3696,3,11,74.6166,1,5,0
2,3696,3,9,89.44044,1,2,0
2,3696,3,4,83.80132,1,0,0
2,3698,3,33,87.97009,1,9,0
2,3700,1,7,109.8562,0,2,0
2,3700,2,67,109.8562,1,3,0
2,3702,1,47,79.28434,0,9,0
2,3702,2,40,81.95939,1,0,0
2,3702,3,13,86.68757,1,6,1
2,3702,3,11,84.31503,1,5,1
2,3702,3,18,77.94946,1,8,0
2,3704,1,36,94.72971,0,9,0
2,3704,2,36,109.4086,1,6,0
2,3704,3,8,116.1759,0,2,1
2,3708,2,46,113.6653,1,9,0
2,3709,1,40,103.0991,0,12,0
2,3709,2,35,90.7683,1,9,0
2,3709,3,10,102.4752,1,3,1
2,3716,2,26,98.23469,1,9,0
2,3717,1,32,90.06252,0,2,0
2,3717,3,8,98.81538,1,1,1
2,3717,3,12,91.6268,0,4,1
2,3720,1,17,109.8958,0,11,0
2,3720,2,42,109.8958,1,6,0
2,3723,2,24,97.62106,1,9,0
2,3723,3,3,100.6967,1,0,0
2,3726,1,57,96.89815,0,2,0
2,3733,1,51,101.2936,0,8,0
2,3733,2,49,125.4402,1,6,0
2,3733,3,11,106.8654,0,5,1
2,3733,3,25,114.2208,0,10,0
2,3733,3,22,115.7249,0,9,0
2,3733,3,15,112.8007,0,8,1
2,3734,1,62,106.0716,0,6,0
2,3734,2,54,105.197,1,9,0
2,3735,2,57,86.11153,1,0,0
2,3736,2,30,89.81604,1,9,0
2,3744,3,22,85.97681,1,12,0
2,3745,3,3,94.74733,1,0,0
2,3750,1,46,108.9176,0,12,0
2,3750,2,56,102.3548,1,4,0
2,3751,1,42,117.5008,0,16,0
2,3751,2,42,107.2328,1,9,0
2,3751,3,17,99.29592,1,11,1
2,3753,3,12,68.99137,1,3,1
2,3758,1,29,77.15748,0,6,0
2,3758,2,19,80.09274,1,6,0
2,3758,3,2,78.62511,0,0,0
2,3761,1,33,113.0689,0,9,0
2,3761,2,30,121.0876,1,9,0
2,3761,3,9,121.6203,1,2,1
2,3764,3,15,102.0863,0,3,0
2,3765,1,14,91.57751,0,6,0
2,3766,1,33,103.3055,0,9,0
2,3766,2,28,78.97479,1,3,0
2,3766,3,11,115.8855,0,5,1
2,3766,3,6,121.248,1,0,0
2,3767,1,49,83.75928,0,3,0
2,3767,3,15,91.37183,1,9,0
2,3768,3,16,105.6718,1,10,2
2,3769,1,58,99.39034,0,0,0
2,3769,2,37,80.32524,1,0,0
2,3769,3,11,106.8654,0,4,1
2,3769,3,4,90.90962,0,0,0
2,3769,3,7,77.0575,0,1,1
2,3772,2,37,85.3586,1,6,0
2,3772,3,6,78.8676,0,0,1
2,3772,3,14,102.2689,0,8,1
2,3772,3,11,97.84525,1,5,1
2,3772,3,10,76.85273,1,3,1
2,3773,1,27,83.53103,0,4,0
2,3773,3,6,87.34369,1,0,0
2,3773,3,0,83.53103,1,0,0
2,3773,3,8,85.79499,1,1,1
2,3780,1,33,103.3055,0,9,0
2,3780,2,28,73.86442,1,9,0
2,3780,3,1,90.20894,1,0,0
2,3780,3,7,93.45687,1,0,1
2,3781,3,13,92.10587,1,5,1
2,3785,1,38,110.8186,0,9,0
2,3785,2,35,100.4597,1,5,0
2,3785,3,10,115.2864,0,4,1
2,3785,3,14,102.2689,0,7,1
2,3785,3,7,85.25719,0,1,1
2,3789,2,52,96.68279,1,2,0
2,3790,1,60,122.2019,0,3,0
2,3790,2,51,122.2019,1,4,0
2,3790,3,19,122.2019,1,12,0
2,3791,1,57,107.6848,0,8,0
2,3791,3,31,114.8279,1,9,0
2,3791,3,29,124.5309,0,10,0
2,3791,3,33,88.66051,1,9,0
2,3794,2,57,96.89815,1,2,0
2,3797,3,19,90.62003,1,6,0
2,3799,2,21,80.25928,1,9,0
2,3805,1,33,97.00189,0,6,0
2,3805,2,36,124.0875,1,6,0
2,3805,3,8,85.79499,1,3,1
2,3805,3,10,81.12314,1,4,1
2,3806,1,67,97.08411,0,3,0
2,3806,2,62,89.65257,1,5,0
2,3807,1,47,94.22909,0,2,0
2,3807,2,47,94.22909,1,2,0
2,3807,3,19,106.411,0,8,1
2,3807,3,11,79.80495,1,4,0
2,3807,3,12,68.99137,1,5,1
2,3807,3,23,82.38258,0,6,0
2,3807,3,16,84.43291,0,2,0
2,3807,3,18,83.39413,1,6,1
2,3808,1,38,113.8061,0,16,0
2,3808,2,34,113.8061,1,16,0
2,3808,3,6,104.2959,0,0,0
2,3808,3,4,113.8061,0,0,0
2,3808,3,12,123.3164,1,5,1
2,3810,1,34,120.9886,0,4,0
2,3810,3,9,91.54147,0,3,1
2,3810,3,2,112.4994,1,0,0
2,3813,1,36,109.4086,0,6,0
2,3813,3,11,97.84525,1,4,1
2,3813,3,1,99.98253,1,0,0
2,3813,3,13,113.7791,0,7,1
2,3813,3,3,99.98253,1,0,0
2,3824,3,9,78.65056,0,1,1
2,3826,1,38,85.88827,0,8,0
2,3826,2,37,90.39196,1,0,0
2,3826,3,11,88.8251,0,4,1
2,3826,3,1,90.96493,1,0,0
2,3826,3,6,83.10564,0,0,0
2,3826,3,15,107.4435,0,7,0
2,3826,3,8,90.13512,0,0,1
2,3829,1,23,72.15025,0,7,0
2,3829,2,25,93.32391,1,7,0
2,3829,3,0,82.73708,1,0,0
2,3829,3,2,82.73708,0,0,0
2,3833,1,70,123.1608,0,0,0
2,3834,1,54,100.0235,0,3,0
2,3834,2,44,92.96317,1,3,0
2,3834,3,20,95.5102,1,9,0
2,3834,3,23,118.1958,1,11,0
2,3835,3,4,92.422,1,0,0
2,3840,1,48,113.9161,0,0,0
2,3840,3,13,119.1974,0,6,1
2,3841,3,5,92.66109,1,0,0
2,3842,2,36,104.5157,1,6,0
2,3843,3,4,103.4297,1,0,0
2,3847,1,51,112.936,0,6,0
2,3847,2,49,109.8098,1,6,0
2,3847,3,29,112.936,0,16,0
2,3847,3,18,116.0622,1,11,1
2,3847,3,28,112.936,0,16,0
2,3850,2,52,81.14037,1,6,0
2,3850,3,33,98.42385,1,9,0
2,3850,3,32,90.06252,1,9,0
2,3850,3,12,96.15388,0,6,1
2,3851,2,33,93.54218,1,8,0
2,3852,3,15,69.94295,1,8,1
2,3855,2,30,89.81604,1,6,0
2,3857,1,50,89.67201,0,0,0
2,3857,2,50,89.67201,1,0,0
2,3857,3,15,96.72904,0,7,1
2,3857,3,21,112.696,0,6,0
2,3857,3,27,108.7423,1,3,0
2,3857,3,25,119.445,1,9,0
2,3857,3,12,114.2622,0,6,1
2,3857,3,19,116.9383,1,6,0
2,3858,1,75,85.88827,0,0,0
2,3860,1,50,99.77953,0,3,0
2,3860,2,47,99.21066,1,1,0
2,3860,3,17,78.0961,0,10,1
2,3860,3,11,102.3553,0,2,1
2,3861,2,45,87.58001,1,6,0
2,3861,3,18,99.72818,0,9,0
2,3861,3,14,96.92323,1,7,1
2,3863,1,24,102.8098,0,6,0
2,3863,2,24,87.22802,1,5,0
2,3863,3,4,96.71653,0,0,0
2,3863,3,0,77.39948,0,0,0
2,3863,3,2,103.241,1,0,0
2,3866,3,3,93.50229,0,0,0
2,3872,1,32,100.2991,0,9,0
2,3872,2,24,70.97226,1,6,0
2,3872,3,0,87.97749,1,0,0
2,3872,3,5,92.66109,0,0,0
2,3875,2,28,94.30592,1,4,0
2,3879,3,34,120.9886,0,12,0
2,3880,1,52,107.0444,0,1,0
2,3880,2,52,75.95956,1,3,0
2,3880,3,21,96.47766,1,9,0
3,2205,1,54,115.5441,0,9,0
3,2205,2,56,91.07493,1,3,0
3,2205,3,23,113.0796,0,12,0
3,2205,3,17,106.5662,0,9,0
3,2209,3,18,105.1729,0,16,2
3,2215,1,62,116.9383,0,9,0
3,2218,1,64,106.9761,0,0,0
3,2220,1,76,110.2141,0,6,0
3,2220,2,71,86.96887,1,6,0
3,2220,3,26,117.0454,0,16,0
3,2220,3,49,128.6728,1,16,0
3,2221,3,6,78.8676,1,0,0
3,2222,1,48,89.79974,0,1,0
3,2223,2,37,80.32524,1,12,0
3,2224,1,66,99.5181,0,9,0
3,2228,1,33,93.54218,0,9,0
3,2228,2,28,99.4163,1,9,0
3,2228,3,7,105.7564,1,1,2
3,2228,3,2,99.57162,0,0,0
3,2230,2,36,89.83673,1,9,0
3,2233,3,23,86.6972,0,16,0
3,2234,1,53,111.0965,0,12,0
3,2234,2,43,123.6138,1,16,0
3,2234,3,25,98.54813,0,12,0
3,2234,3,26,82.64948,1,16,0
3,2235,3,12,114.2622,1,6,1
3,2236,1,35,100.4597,0,16,0
3,2236,2,29,98.21233,1,12,0
3,2236,3,6,112.7719,0,0,0
3,2237,3,0,105.1169,1,0,0
3,2238,1,39,105.1856,0,16,0
3,2240,3,18,110.6175,1,9,1
3,2243,3,11,93.33517,0,4,1
3,2244,3,31,109.3711,1,9,0
3,2245,1,55,108.515,0,16,0
3,2245,2,50,109.8871,1,16,0
3,2245,3,23,123.3119,0,16,0
3,2245,3,22,100.8508,0,16,0
3,2247,3,7,89.35703,0,1,1
3,2249,2,45,110.6873,1,12,0
3,2251,3,1,86.36075,1,0,0
3,2252,2,59,93.83135,1,16,0
3,2253,3,0,117.3815,0,0,0
3,2255,2,46,108.9176,1,6,0
3,2257,1,25,98.54813,0,9,0
3,2257,2,21,80.25928,1,16,0
3,2257,3,1,89.40371,1,0,0
3,2260,2,57,118.4714,1,6,0
3,2261,3,16,111.0363,1,11,1
3,2262,3,5,88.64217,0,0,0
3,2264,1,31,93.00074,0,2,0
3,2264,3,7,77.0575,1,0,1
3,2266,2,36,78.70654,1,16,0
3,2268,3,14,90.34488,0,6,0
3,2269,1,34,120.9886,0,12,0
3,2269,2,30,115.8756,1,16,0
3,2269,3,8,103.1555,0,0,2
3,2269,3,4,113.3399,0,0,0
3,2270,1,48,121.4186,0,9,0
3,2270,2,40,129.5237,1,16,0
3,2270,3,1,121.4186,0,0,0
3,2270,3,14,112.9604,1,8,1
3,2270,3,22,115.7249,1,16,1
3,2270,3,19,127.4656,1,16,1
3,2271,1,39,105.1856,0,16,0
3,2273,1,68,78.12933,0,0,0
3,2273,2,61,78.12933,1,0,0
3,2274,2,54,125.8912,1,12,0
3,2275,1,38,95.8604,0,0,0
3,2276,3,13,92.10587,0,7,1
3,2278,2,58,88.72113,1,0,0
3,2279,1,42,122.6348,0,16,0
3,2281,2,44,112.9297,1,9,0
3,2282,3,9,100.1354,0,2,1
3,2284,3,1,105.7205,0,0,0
3,2285,2,16,84.21366,1,6,0
3,2287,2,40,92.52924,1,1,0
3,2290,1,56,110.2753,0,6,0
3,2290,2,56,102.3548,1,4,0
3,2290,3,23,118.1958,1,11,0
3,2291,1,39,85.37842,0,16,0
3,2291,3,10,93.93436,1,3,1
3,2292,2,56,113.6347,1,12,0
3,2293,1,43,103.4466,0,0,0
3,2293,2,42,102.0988,1,0,0
3,2293,3,17,109.8958,0,11,1
3,2293,3,12,109.7351,1,6,1
3,2293,3,20,111.0241,1,11,1
3,2293,3,23,102.8473,1,12,0
3,2294,3,0,108.9966,0,0,0
3,2295,3,31,109.3711,1,9,0
3,2300,1,36,87.90979,0,9,0
3,2300,2,36,80.05079,1,9,0
3,2300,3,10,81.12314,0,3,2
3,2300,3,12,105.2081,1,6,2
3,2302,2,80,111.1466,1,4,0
3,2307,3,3,111.8616,1,0,0
3,2308,1,29,98.21233,0,9,0
3,2309,1,45,92.52753,0,9,0
3,2312,3,33,98.42385,0,16,0
3,2313,1,47,99.21066,0,6,0
3,2313,2,46,94.67442,1,6,0
3,2313,3,5,88.64217,0,0,0
3,2313,3,10,98.20477,0,4,1
3,2314,1,72,86.11153,0,0,0
3,2314,2,57,86.11153,1,5,0
3,2319,3,11,52.74451,0,4,1
3,2320,2,41,120.365,1,0,0
3,2321,2,33,83.77883,1,4,0
3,2322,1,57,91.50484,0,3,0
3,2323,2,62,89.65257,1,12,0
3,2324,1,64,89.54552,0,3,0
3,2325,1,24,86.96153,0,12,0
3,2326,1,38,114.121,0,16,0
3,2326,3,4,114.121,0,0,0
3,2326,3,10,102.4752,0,3,2
3,2327,1,60,90.11324,0,3,0
3,2329,2,31,98.45754,1,9,0
3,2329,3,4,92.57716,1,0,0
3,2331,3,3,99.56313,0,0,0
3,2332,3,7,85.25719,0,0,2
3,2334,2,36,80.05079,1,6,0
3,2335,1,47,94.22909,0,16,0
3,2335,2,42,81.56279,1,9,0
3,2335,3,19,111.6746,0,12,1
3,2335,3,20,121.3666,0,16,2
3,2335,3,21,123.5083,1,16,1
3,2337,2,50,130.1021,1,9,0
3,2338,2,35,105.3054,1,12,0
3,2339,3,9,87.24451,1,3,1
3,2342,3,1,100.965,0,0,0
3,2343,3,19,114.2671,1,9,0
3,2344,3,2,97.27794,1,0,0
3,2345,2,44,92.96317,1,4,0
3,2346,3,20,105.8528,1,12,0
3,2349,2,27,82.11411,1,9,0
3,2349,3,6,117.2866,0,0,0
3,2349,3,6,125.1692,1,3,0
3,2352,3,19,90.62003,0,9,0
3,2353,1,75,103.5142,0,5,0
3,2359,3,12,118.7893,1,6,2
3,2360,3,12,91.6268,1,6,1
3,2363,3,20,111.0241,0,16,1
3,2364,1,28,109.637,0,11,0
3,2364,2,31,98.45754,1,11,0
3,2364,3,5,92.66109,1,0,0
3,2365,3,33,98.42385,0,16,0
3,2368,3,11,93.33517,0,4,1
3,2370,1,57,118.4714,0,6,0
3,2376,3,3,111.8616,1,0,0
3,2377,1,29,82.42119,0,6,0
3,2377,2,25,82.87546,1,6,0
3,2377,3,0,88.6652,0,0,0
3,2377,3,5,100.6989,0,0,0
3,2380,3,1,101.1354,0,0,0
3,2382,1,57,105.9847,0,3,0
3,2386,2,38,120.7907,1,9,0
3,2390,1,30,121.0876,0,16,0
3,2391,3,16,89.57819,1,9,1
3,2392,1,65,112.5132,0,6,0
3,2392,3,31,120.2847,1,12,0
3,2392,3,29,108.7397,0,12,0
3,2393,2,42,107.2328,1,12,0
3,2394,1,45,122.2127,0,16,0
3,2396,3,18,77.94946,1,9,0
3,2397,1,25,108.9966,0,9,0
3,2398,2,44,97.95481,1,6,0
3,2399,2,58,83.38654,1,0,0
3,2400,3,3,97.57462,1,0,0
3,2401,2,28,99.4163,1,7,0
3,2402,3,1,100.965,0,0,0
3,2405,1,9,104.4324,0,2,0
3,2406,1,38,80.9022,0,4,0
3,2408,2,48,118.7393,1,9,0
3,2410,3,1,92.67923,0,0,0
3,2412,3,13,97.52417,1,7,1
3,2413,1,63,89.06914,0,3,0
3,2414,3,7,113.9561,0,1,2
3,2415,3,16,105.6718,0,9,1
3,2416,3,5,104.7179,0,0,0
3,2417,3,21,96.47766,0,12,0
3,2418,3,18,116.0622,1,12,0
3,2420,1,62,95.1256,0,0,0
3,2421,3,6,83.10564,1,1,1
3,2422,1,45,102.4226,0,7,0
3,2426,3,3,111.8616,1,0,0
3,2427,1,46,104.1699,0,9,0
3,2427,2,43,98.40486,1,6,0
3,2427,3,13,97.52417,0,8,1
3,2428,1,44,102.9465,0,9,0
3,2428,2,38,120.7907,1,9,0
3,2428,3,6,117.01,1,0,1
3,2428,3,11,111.3755,1,5,1
3,2431,1,52,107.0444,0,6,0
3,2432,3,15,112.8007,1,8,1
3,2434,1,33,78.89716,0,5,0
3,2434,2,82,78.89716,1,0,0
3,2437,3,3,92.57716,0,0,0
3,2439,1,37,100.4587,0,9,0
3,2441,2,51,111.69,1,8,0
3,2443,2,43,83.27953,1,3,0
3,2446,2,50,114.9408,1,3,0
3,2446,3,14,118.3061,0,8,1
3,2447,3,8,124.8561,1,1,1
3,2449,3,18,126.9516,1,12,0
3,2450,2,57,118.4714,1,6,0
3,2451,2,33,117.9505,1,5,0
3,2452,1,23,123.3119,0,9,0
3,2452,2,23,123.3119,1,9,0
3,2452,3,3,123.3119,1,0,0
3,2452,3,4,123.3119,0,0,0
3,2455,1,26,124.21,0,16,0
3,2457,1,26,98.23469,0,9,0
3,2457,2,25,98.54813,1,9,0
3,2457,3,6,95.81977,0,0,0
3,2459,3,11,115.8855,1,5,1
3,2460,2,53,111.0965,1,3,0
3,2461,1,58,83.38654,0,12,0
3,2461,3,17,115.1958,1,11,1
3,2461,3,26,98.23469,1,12,0
3,2462,3,10,98.20477,1,3,1
3,2463,2,48,99.44627,1,2,0
3,2464,2,32,110.5357,1,6,0
3,2464,3,9,108.7294,1,3,1
3,2464,3,12,109.7351,0,5,1
3,2466,1,23,92.61492,0,16,0
3,2466,2,47,109.1738,1,6,0
3,2468,1,58,110.0595,0,9,0
3,2468,2,63,109.9777,1,9,0
3,2468,3,17,109.8958,0,11,0
3,2470,1,26,113.8199,0,16,0
3,2470,2,24,97.62106,1,10,0
3,2472,2,58,131.3979,1,0,0
3,2474,3,12,114.2622,0,6,1
3,2476,2,55,119.4756,1,6,0
3,2477,1,68,127.5203,0,6,0
3,2478,1,33,98.42385,0,6,0
3,2478,2,21,96.47766,1,6,0
3,2478,3,10,115.2864,0,2,1
3,2478,3,7,105.7564,1,0,1
3,2478,3,1,103.9861,1,0,0
3,2479,1,36,128.9805,0,10,0
3,2480,2,36,75.15781,1,0,0
3,2481,2,56,107.9948,1,0,0
3,2488,1,37,100.4587,0,9,0
3,2488,2,37,100.4587,1,7,0
3,2488,3,11,100.4587,1,5,0
3,2488,3,3,100.4587,0,0,0
3,2488,3,16,100.4587,1,10,0
3,2488,3,9,100.4587,1,4,0
3,2489,3,13,108.3608,0,7,1
3,2491,3,14,102.2689,1,9,1
3,2492,2,32,100.2991,1,6,0
3,2494,3,19,127.4656,1,16,1
3,2495,3,31,109.3711,1,9,0
3,2499,1,57,107.5158,0,4,0
3,2499,2,34,89.54552,1,4,0
3,2499,3,19,107.5158,0,4,0
3,2499,3,6,125.4861,0,0,0
3,2500,2,45,117.2652,1,9,0
3,2502,1,52,107.0444,0,6,0
3,2503,3,19,90.62003,0,9,0
3,2504,3,10,106.7456,0,3,1
3,2505,2,36,114.3028,1,3,0
3,2507,2,28,99.4163,1,7,0
3,2508,1,29,82.42119,0,9,0
3,2509,1,22,71.10277,0,6,0
3,2509,3,0,92.09119,1,0,0
3,2509,3,4,92.09119,0,0,0
3,2512,3,20,95.5102,0,9,0
3,2513,1,30,89.81604,0,6,0
3,2515,3,18,121.5069,1,9,0
3,2517,1,57,123.8647,0,16,0
3,2517,2,59,123.6732,1,16,0
3,2517,3,25,103.7724,1,16,0
3,2517,3,31,98.45754,0,16,0
3,2518,1,48,128.3859,0,16,0
3,2518,2,42,107.2328,1,11,0
3,2518,3,16,121.7654,0,11,2
3,2518,3,19,127.4656,1,16,2
3,2520,1,33,117.9505,0,5,0
3,2520,2,31,87.54395,1,11,0
3,2520,3,7,109.8562,0,1,1
3,2520,3,2,105.1169,0,0,0
3,2521,1,9,104.4324,0,2,0
3,2522,1,44,87.97152,0,9,0
3,2523,2,50,104.8333,1,1,0
3,2524,3,5,104.7179,1,0,0
3,2525,2,58,83.38654,1,0,0
3,2526,2,48,83.96284,1,7,0
3,2526,3,23,126.6445,0,12,0
3,2527,2,25,108.9966,1,9,0
3,2529,3,0,98.7542,0,0,0
3,2531,1,36,114.3016,0,9,0
3,2531,3,15,91.37183,1,8,1
3,2531,3,4,109.4183,1,0,0
3,2531,3,12,118.7893,1,5,1
3,2534,1,34,89.54552,0,16,0
3,2536,1,49,78.54916,0,3,0
3,2536,2,42,91.8308,1,1,0
3,2538,2,20,90.33891,1,5,0
3,2538,3,3,86.36075,0,0,0
3,2538,3,4,86.36075,1,0,0
3,2540,2,25,93.32391,1,6,0
3,2542,1,19,90.62003,0,9,0
3,2542,2,45,87.58001,1,0,0
3,2543,3,17,93.99596,0,11,1
3,2544,3,19,114.2671,1,9,0
3,2545,3,20,105.8528,1,12,0
3,2546,2,35,85.92258,1,9,0
3,2547,1,42,112.3668,0,18,0
3,2547,2,33,113.0689,1,12,0
3,2547,3,12,118.7893,1,5,1
3,2547,3,8,103.1555,0,2,1
3,2547,3,2,113.1373,1,0,0
3,2547,3,14,118.3061,1,8,1
3,2548,2,38,120.7907,1,9,0
3,2551,2,32,115.654,1,16,0
3,2551,3,8,107.4956,1,2,1
3,2551,3,4,105.5639,1,0,0
3,2551,3,0,105.5639,1,0,0
3,2552,1,81,86.63617,0,3,0
3,2553,1,25,103.7724,0,12,0
3,2554,1,39,105.1856,0,8,0
3,2554,2,39,105.1856,1,16,0
3,2554,3,13,97.52417,0,7,1
3,2554,3,7,101.6566,0,0,1
3,2555,1,48,89.79974,0,9,0
3,2556,1,54,136.2382,0,12,0
3,2556,2,52,101.8636,1,12,0
3,2556,3,26,119.0509,0,16,0
3,2557,1,36,104.5157,0,12,0
3,2557,2,34,94.78603,1,9,0
3,2557,3,2,99.65084,0,0,0
3,2557,3,4,99.65084,1,0,0
3,2558,1,47,90.34488,0,5,0
3,2559,2,37,125.6255,1,16,0
3,2560,3,5,100.6989,0,0,0
3,2561,1,45,106.134,0,16,0
3,2561,2,42,91.8308,1,8,0
3,2561,3,11,111.3755,0,4,2
3,2561,3,17,115.1958,1,11,2
3,2562,3,11,93.33517,0,4,1
3,2563,3,11,107.5158,0,5,1
3,2567,3,0,98.7542,0,0,0
3,2570,2,55,119.4756,1,6,0
3,2571,1,29,98.21233,0,9,0
3,2572,1,43,108.4884,0,9,0
3,2572,2,40,93.98752,1,0,0
3,2572,3,10,81.12314,1,3,1
3,2572,3,17,83.39606,1,10,2
3,2572,3,13,102.9425,0,6,2
3,2572,3,21,93.98752,1,16,0
3,2572,3,0,93.98752,1,0,0
3,2572,3,0,93.98752,1,0,0
3,2573,2,36,114.3028,1,3,0
3,2574,3,20,79.99635,1,9,0
3,2575,1,46,75.6835,0,9,0
3,2575,2,52,96.68279,1,3,0
3,2576,3,31,109.3711,1,9,0
3,2578,3,23,102.8473,1,12,0
3,2579,1,44,102.9465,0,9,0
3,2579,3,15,118.1579,1,9,2
3,2579,3,11,120.3956,1,4,2
3,2580,3,14,102.2689,1,9,1
3,2582,1,30,92.4451,0,12,0
3,2583,1,25,125.8952,0,9,0
3,2585,2,33,78.89716,1,9,0
3,2587,3,6,87.34369,0,0,1
3,2590,1,35,90.7683,0,4,0
3,2590,2,35,95.61401,1,9,0
3,2590,3,8,107.4956,1,9,1
3,2590,3,10,102.4752,0,3,2
3,2590,3,4,95.89175,1,0,0
3,2590,3,6,83.10564,0,9,2
3,2591,3,18,88.83881,1,11,2
3,2592,1,26,124.21,0,16,0
3,2593,2,35,90.7683,1,9,0
3,2594,3,17,104.5959,0,9,0
3,2596,2,39,95.28203,1,0,0
3,2600,1,46,96.47766,0,2,0
3,2600,2,39,96.47766,1,6,0
3,2600,3,15,96.47766,0,7,0
3,2600,3,9,96.47766,1,2,0
3,2600,3,21,96.47766,1,10,0
3,2601,1,37,90.39196,0,8,0
3,2601,2,38,120.7907,1,16,0
3,2601,3,16,116.4008,0,9,0
3,2601,3,15,107.4435,1,9,1
3,2602,1,37,95.42532,0,11,0
3,2602,2,35,95.61401,1,16,0
3,2602,3,13,81.26927,1,7,1
3,2602,3,8,90.13512,0,1,1
3,2602,3,6,121.248,1,0,0
3,2602,3,1,96.73835,1,0,0
3,2605,2,38,120.7907,1,9,0
3,2608,2,29,71.89377,1,6,0
3,2608,3,10,111.016,0,4,1
3,2608,3,11,93.33517,0,5,1
3,2608,3,3,86.28928,0,0,0
